ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
245,1,13,4,2,1,2,10,5,2,1,2,2,5,3,2,10,1,3,1,3,1,4,4,6,6,5,3,1,4,6,6,3,4,2,4,4,3,3,3,3,3,2,4,3,3,3,4,2,1,3,4,7,9,10,2,2,1,2,1,3,2,1,5,0,0,10,10,5,5,2,1,1,1,1,1,2,3,27,,1,2,,1,1,1,1,4,3,3,3,1,3,3,3,3,2,1,2,0,0,0,10,7,5,5,7,4,4,4,4,4,4,4,4,4,5,5,4,4,4,9,5,3,3,1,3,2,1,4,6,2,50,1,1,1975,,2,,,1,1,1,0,5,7,2,1,,2,,1,2,2,2,0.299547275212432,95,2025,9,1015,1015-95,14,3,9,2,5,2,2,2,2,1,1,4,1,20,95245
111,1,9,3,1,2,1,10,6,4,3,4,3,2,1,1,1,4,4,5,1,3,5,2,6,6,1,2,4,3,6,6,3,3,3,3,3,2,3,2,3,2,2,2,3,3,2,4,2,2,2,3,7,5,6,3,1,1,1,1,4,2,1,0,10,8,0,0,6,5,2,2,1,1,1,1,2,1,9,,1,1,,2,1,1,1,3,3,2,1,3,3,2,2,3,1,2,1,0,6,3,10,10,10,5,8,3,3,3,4,3,6,3,3,3,3,3,3,3,3,13,9,1,2,4,4,4,3,4,3,2,33,26,2,1992,,2,,,1,1,1,1,8,5,2,2,7,2,,1,2,6,3,2.99494432442417,95,2025,9,1016,1016-95,9,8,3,2,2,1,1,1,2,2,1,6,1,14,95111
111,1,9,11,4,4,5,8,8,1,2,3,3,5,3,2,10,2,3,-9,4,6,6,6,6,6,4,3,6,6,6,6,4,1,3,4,3,3,3,2,3,3,2,4,3,3,3,3,2,2,3,3,5,7,10,2,2,2,3,2,4,1,2,10,4,0,10,8,8,5,3,3,2,3,2,2,2,3,18,,1,2,,2,1,1,1,5,3,3,3,3,1,3,3,3,2,1,2,3,3,3,8,10,8,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2,3,4,4,4,4,5,2,1,2,61,4,4,1964,,2,,,1,3,1,0,1,3,2,2,5,1,,1,1,5,3,2.06920624561036,95,2025,9,1017,1017-95,17,16,6,3,5,2,2,1,1,1,1,1,1,14,95111
292,2,14,5,2,1,2,10,3,2,1,3,3,3,2,2,7,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,3,2,3,4,-8,3,2,-8,3,-8,1,-8,-8,2,2,-8,-8,2,2,2,5,6,7,2,2,3,1,1,1,1,2,5,5,5,5,-8,5,-8,3,5,3,3,3,3,3,3,15,15,1,-8,,3,1,8,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,1,6,9,9,6,-8,6,6,6,6,9,6,9,6,6,1,10,2,2,4,3,3,5,4,1,2,46,1,1,1979,,1,5,,1,3,1,1,1,6,2,1,,1,,1,4,4,3,0.401429252893155,95,2025,9,1018,1018-95,3,13,26,3,-9,2,2,2,1,1,1,3,1,23,95292
58,1,5,3,1,5,1,10,5,3,2,3,3,4,2,1,1,4,1,4,1,3,6,3,6,6,1,1,5,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,1,1,1,1,4,1,1,5,5,5,5,5,5,5,1,3,3,2,3,3,3,3,15,15,1,1,,3,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,1,4,1,9,10,10,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,2,2,4,4,4,2,4,2,2,45,20,3,1980,,2,,,1,1,1,0,8,5,2,1,,1,,1,-9,-9,3,0.782557628298186,95,2025,9,1019,1019-95,10,3,6,3,1,1,1,2,2,2,1,8,1,6,95058
245,1,13,6,2,2,2,5,5,2,2,3,3,5,3,2,6,2,4,2,4,3,3,4,2,6,3,3,1,3,6,6,3,4,2,4,4,3,3,2,3,4,2,3,3,3,3,3,2,2,4,4,3,4,6,3,1,2,2,2,3,2,1,5,2,3,5,3,6,4,1,3,2,2,2,2,2,3,10,,1,2,,1,1,1,1,6,3,3,3,3,3,2,3,3,3,3,3,1,5,0,10,10,8,5,5,5,5,6,5,6,5,6,5,5,-9,6,5,6,6,2,1,2,3,2,2,3,3,3,6,1,60,1,1,1965,,2,,,1,1,1,1,1,5,2,1,,1,,1,-9,-9,2,1.37459930541096,95,2025,9,1020,1020-95,6,3,10,5,4,2,2,1,1,1,2,6,1,20,95245
51,1,5,3,1,3,3,6,4,2,2,3,3,4,-8,1,-9,3,3,3,3,6,6,6,6,6,6,6,3,6,6,6,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,1,5,3,1,3,1,1,3,1,-8,5,5,5,5,5,5,5,1,5,3,3,3,3,3,3,15,15,2,,5,4,2,1,1,3,2,3,2,3,3,2,-8,2,1,2,1,5,5,5,5,10,6,5,5,-8,3,-8,-8,-8,3,9,3,9,-8,-8,-8,3,9,1,6,2,4,1,1,1,5,5,3,2,25,21,12,2000,,2,,,1,0,,,8,6,2,1,,1,,1,3,3,2,0.89342636813238,95,2025,9,1021,1021-95,6,2,7,2,-8,2,2,2,2,2,2,4,1,6,95051
51,1,5,9,3,3,3,4,2,3,2,2,3,4,2,2,5,1,3,2,2,3,6,3,2,6,6,3,3,6,6,6,2,4,2,4,4,2,4,2,4,2,2,3,3,2,3,3,2,2,3,4,5,5,5,2,2,1,1,1,4,2,2,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,15,15,1,1,,3,2,8,1,3,2,2,2,2,2,2,2,2,-9,-9,-9,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,2,4,4,4,3,2,1,1,71,1,1,1954,,2,,,1,0,,,7,5,2,1,,7,,3,3,3,2,0.352844897832287,95,2025,9,1022,1022-95,26,16,10,3,-8,2,2,1,2,2,2,4,1,6,95051
262,1,14,8,2,2,5,6,-9,1,2,1,3,3,2,2,-9,1,4,-8,3,-8,6,6,6,6,3,-8,-8,6,-8,6,3,3,2,3,4,2,3,2,4,4,2,4,4,3,3,-9,-8,3,4,4,-9,-9,-9,2,-9,-9,1,2,4,1,1,5,5,5,5,5,5,5,3,4,3,3,2,3,3,3,15,15,1,3,,2,1,1,1,4,3,3,3,1,3,2,3,2,2,2,3,-9,-9,-9,-9,-9,-9,-9,-9,4,-9,-9,4,-9,-9,4,4,4,4,-9,8,4,4,1,5,2,3,2,4,4,3,3,2,2,57,2,12,1967,,2,,,1,1,1,1,8,5,2,1,,6,,1,3,3,3,0.49446556910862,95,2025,9,1023,1023-95,9,10,6,4,-9,1,1,1,1,1,1,4,1,22,95262
262,1,14,6,2,2,2,8,3,1,1,3,4,4,2,2,7,1,4,3,4,6,6,-8,6,6,6,6,4,-8,6,6,-9,1,2,4,3,-8,3,-8,3,4,2,4,-8,-9,3,-8,2,3,4,3,9,6,8,1,2,3,2,-8,-8,2,-8,10,0,-8,-8,-8,-8,-8,3,4,3,3,3,3,3,3,15,15,1,2,,3,1,1,1,6,3,3,3,2,2,1,-9,3,2,2,2,-8,-8,1,8,8,8,-8,-8,6,6,6,5,6,5,5,5,6,5,6,6,5,5,12,1,3,1,4,4,4,2,4,1,2,68,1,1,1957,,2,,,9,,,,8,4,2,1,,7,,3,2,2,3,0.442114625356813,95,2025,9,1024,1024-95,1,5,6,4,5,2,2,-8,2,1,1,2,1,22,95262
261,1,14,3,1,2,1,7,5,4,1,4,3,2,1,1,4,5,2,-8,2,6,6,6,6,6,1,2,4,6,6,6,4,4,3,3,2,2,4,2,-8,2,3,1,2,4,3,3,2,4,3,3,5,6,5,3,2,1,1,2,3,2,1,5,7,8,4,1,5,3,2,3,2,2,1,1,1,3,9,,1,1,,2,1,1,1,3,2,2,1,3,3,3,3,3,1,2,1,0,3,0,10,10,9,5,8,3,3,3,5,3,-8,3,3,3,3,6,3,3,3,1,13,2,2,4,4,4,4,4,3,2,21,21,10,2004,,2,,,1,0,,,8,5,1,2,9,4,,3,11,11,1,0.817480921335667,95,2025,9,1025,1025-95,6,7,10,2,1,1,1,1,2,2,2,7,1,22,95261
231,1,13,8,1,1,2,10,7,2,1,3,3,3,2,1,5,4,2,4,2,4,6,3,6,6,3,3,4,3,6,6,3,3,4,3,3,3,4,4,4,3,2,4,4,3,4,2,2,2,3,3,3,3,5,3,1,2,1,1,1,1,1,5,1,8,2,5,2,5,4,5,3,3,3,3,3,3,-9,-9,2,,4,4,2,8,1,3,3,3,2,3,3,3,3,3,1,3,1,-8,5,1,7,10,6,-8,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,4,4,4,3,3,4,1,27,1,1,1998,,2,,,1,0,,,8,4,2,2,5,1,,1,5,7,3,1.16892950454303,95,2025,9,1026,1026-95,3,7,5,3,-8,1,1,2,2,2,1,5,1,20,95231
51,1,5,3,1,2,5,4,4,2,3,2,3,5,3,2,10,1,5,1,4,1,6,4,6,6,3,4,1,4,1,2,3,3,1,4,3,2,3,2,3,2,1,4,4,2,3,3,1,2,2,3,7,5,5,2,2,1,1,1,4,4,-8,9,1,0,6,5,10,5,3,3,1,2,2,3,2,3,15,15,1,2,,1,1,1,1,6,3,3,3,2,2,1,2,2,2,2,2,0,1,0,10,10,10,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,7,2,3,2,4,4,3,5,1,1,75,10,5,1950,,2,,,1,4,1,0,6,5,2,1,,7,,3,3,3,3,0.352844897832287,95,2025,9,1027,1027-95,7,10,14,3,5,2,2,2,1,1,2,6,1,6,95051
170,1,13,5,2,1,2,7,5,3,1,3,2,3,1,2,5,2,3,2,3,3,3,2,2,2,3,3,2,2,2,2,4,4,4,3,3,3,4,3,4,4,3,3,4,4,3,4,3,3,3,3,6,5,5,3,1,1,3,3,3,3,1,5,5,5,5,5,5,5,3,3,3,3,2,2,2,3,25,,1,2,,3,1,1,1,5,3,3,3,2,1,2,3,2,2,1,2,3,5,1,8,9,8,6,7,8,4,8,5,6,5,5,5,5,5,5,6,5,6,9,13,3,3,4,4,4,2,3,1,2,29,5,11,1995,,2,,,1,0,,,8,4,1,1,,4,,3,1,3,3,1.17356154505935,95,2025,9,1028,1028-95,10,14,3,3,5,2,2,2,1,1,1,7,1,20,95170
170,1,13,5,3,1,2,5,2,3,1,3,2,4,3,1,5,3,2,2,5,3,6,3,6,2,4,3,2,2,2,3,3,4,1,4,4,4,3,4,4,4,1,3,3,4,2,3,1,4,3,3,2,1,1,2,2,2,1,1,1,1,2,5,0,0,5,8,0,0,1,2,1,3,3,1,3,2,10,,1,1,,2,1,1,1,5,3,3,3,1,1,3,3,3,3,1,2,1,1,3,3,4,7,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,3,3,1,4,4,3,4,6,2,86,29,9,1939,,2,,,1,3,1,2,7,6,2,1,,7,,3,4,-8,3,0.891591352335141,95,2025,9,1029,1029-95,10,3,1,4,-8,2,2,1,2,2,1,2,1,20,95170
170,1,13,5,5,1,2,10,7,3,1,4,2,3,2,2,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,5,1,1,2,3,2,2,2,2,1,5,5,4,5,4,4,4,3,4,2,2,2,2,3,3,20,,2,,2,3,1,1,1,5,3,3,3,3,1,3,3,3,1,1,2,4,4,4,4,7,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,9,3,3,4,4,4,5,2,1,2,18,1,4,2007,,2,,,1,0,,,8,7,2,2,-8,3,,2,2,3,4,1.5647487267458,95,2025,9,1030,1030-95,26,3,9,3,5,2,2,2,2,2,2,4,1,20,95170
179,1,13,3,1,2,1,9,8,4,2,4,3,3,1,1,3,5,3,5,2,3,4,3,4,3,2,2,4,3,3,3,2,3,2,4,2,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,10,5,3,1,1,2,1,3,2,1,5,10,10,0,0,5,0,2,2,3,3,3,3,2,3,5,,1,1,,1,1,1,1,3,3,3,1,2,3,2,3,3,1,2,1,3,6,1,7,7,5,3,5,3,3,7,3,7,7,6,3,3,3,3,3,7,7,1,6,3,1,4,4,4,1,3,6,2,85,25,2,1940,,2,,,1,4,1,4,8,5,2,1,,7,,3,6,6,1,1.34873455480516,95,2025,9,1031,1031-95,5,1,3,3,3,1,1,1,1,2,1,7,1,20,95179
180,1,13,5,2,1,2,10,7,3,2,4,2,3,3,2,10,2,4,2,4,4,2,3,6,6,4,3,2,6,2,6,2,4,2,2,3,3,3,2,2,3,3,3,3,2,2,2,2,2,3,3,7,5,10,2,2,2,2,1,2,2,2,10,0,0,10,10,10,5,3,3,3,2,2,2,2,3,15,15,2,,2,2,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,0,5,0,8,10,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2,2,4,4,4,1,4,1,1,18,1,1,2007,,2,,,1,0,,,8,8,1,2,9,4,,3,1,9,1,1.4625274525299,95,2025,9,1032,1032-95,3,9,2,3,5,2,2,2,1,1,1,4,1,20,95180
180,1,13,6,2,1,2,10,5,2,2,5,2,5,2,2,7,2,5,1,4,2,2,4,2,2,4,2,1,3,6,2,2,3,2,1,3,2,3,2,4,3,1,4,3,1,1,3,2,1,2,3,5,10,3,3,1,2,1,1,4,2,1,5,5,5,5,5,10,5,2,1,1,1,2,1,1,3,15,15,1,2,,1,1,1,1,6,3,3,3,3,3,1,3,3,2,2,2,0,0,0,5,9,10,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,5,2,2,4,4,4,1,3,1,1,36,1,1,1989,,2,,,1,1,1,0,1,8,2,1,,1,,1,9,11,1,1.20023281667861,95,2025,9,1033,1033-95,3,5,6,3,5,2,2,1,1,1,2,9,1,20,95180
278,2,6,3,1,3,1,7,5,4,2,3,3,3,1,1,1,5,1,5,1,3,5,1,3,6,1,1,5,1,6,2,4,4,4,4,3,4,4,3,3,2,3,1,3,4,3,3,3,1,2,4,0,3,3,3,1,1,1,2,4,3,1,0,10,9,0,0,0,0,1,1,1,2,1,1,1,2,3,,1,1,,2,1,1,1,3,2,3,1,3,3,3,3,3,1,3,1,0,5,2,10,10,7,5,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,5,3,1,4,4,4,1,3,3,2,54,24,12,1970,,2,,,1,2,1,1,6,4,2,1,,1,,1,6,6,4,0.245782699582098,95,2025,9,1034,1034-95,5,16,10,3,1,1,2,2,2,2,2,3,1,9,95278
9,1,2,11,5,5,5,10,-8,4,-8,4,1,-8,-8,-8,-8,4,6,6,6,6,6,6,6,6,6,6,4,6,6,6,1,2,1,3,2,3,3,3,3,3,1,2,2,2,1,2,1,1,2,1,-8,-8,-8,3,2,-8,1,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,5,3,2,2,2,3,3,-8,-8,2,,1,4,4,1,1,-8,3,3,1,3,3,3,3,3,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,-8,1,3,-8,-8,4,4,4,4,-8,8,1,19,5,10,2006,,2,,,1,0,,,8,8,2,2,4,1,,1,3,3,3,0.610099136218189,95,2025,9,1035,1035-95,3,14,26,-8,,2,2,2,2,2,2,4,2,2,95009
278,2,6,3,1,3,1,8,7,4,2,3,2,3,1,1,1,4,2,5,1,3,6,2,3,1,1,1,5,2,6,1,4,4,4,3,3,3,4,2,3,2,3,2,3,3,3,3,4,2,2,3,0,4,4,2,1,1,2,2,4,3,2,0,5,6,0,0,0,0,3,1,3,1,1,1,1,3,15,15,1,1,,1,1,1,1,3,2,3,1,3,3,3,3,3,1,3,1,0,7,2,10,10,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,1,4,4,4,2,3,6,1,64,31,8,1961,,2,,,1,2,1,1,1,4,2,1,,1,,1,6,6,3,0.876843030199207,95,2025,9,1036,1036-95,9,2,11,1,1,1,1,2,2,2,2,8,1,9,95278
278,2,6,1,1,3,1,10,4,3,1,4,2,4,2,1,1,4,2,4,2,3,3,2,6,6,2,3,4,2,6,6,4,4,4,4,4,3,4,3,4,2,4,2,4,4,4,4,4,2,2,4,5,7,5,3,1,1,2,3,3,3,1,2,8,7,2,2,2,2,2,2,3,1,1,2,1,3,15,14,1,1,,2,1,1,1,1,1,3,2,3,3,3,3,3,1,3,1,1,6,5,9,9,7,6,6,1,1,1,1,1,1,1,3,1,3,3,1,3,1,8,1,3,4,4,4,4,1,4,6,1,41,6,12,1983,,2,,,1,0,,,8,4,2,1,,10,,1,2,2,3,0.926771891738398,95,2025,9,1037,1037-95,5,16,2,4,6,1,1,2,2,2,1,10,1,9,95278
9,1,2,6,2,2,4,7,7,3,2,3,3,4,2,2,8,3,4,3,-8,6,6,6,6,6,6,6,3,6,6,6,3,3,1,4,3,1,3,3,3,1,1,4,3,3,3,3,3,1,3,3,8,10,10,2,2,3,1,1,4,1,1,5,4,5,3,3,5,3,1,4,2,3,2,3,3,3,15,15,1,1,,3,1,1,1,6,3,3,3,3,3,1,3,3,2,2,1,6,6,5,6,6,7,7,6,3,6,3,6,3,6,6,3,6,6,6,6,6,3,11,8,3,4,2,2,2,3,4,6,2,50,13,2,1975,,2,,,1,1,1,1,8,6,2,1,,3,,3,1,1,3,0.801265730436284,95,2025,9,1038,1038-95,10,3,11,4,5,2,2,2,2,1,2,4,1,2,95009
72,1,6,12,6,6,6,6,5,1,1,2,2,4,2,2,5,1,4,2,4,3,6,6,6,6,2,3,3,3,6,6,4,-8,2,4,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,5,5,5,3,2,1,1,1,3,2,1,8,6,5,5,2,5,5,2,5,3,2,2,2,2,2,15,15,1,1,,3,1,1,1,5,3,3,2,3,2,3,3,3,2,1,2,1,1,5,5,8,1,1,1,5,3,3,5,3,5,3,5,5,5,5,5,3,3,2,6,3,3,4,4,4,3,2,8,2,46,27,8,1979,,2,,,1,2,1,0,1,5,2,2,5,1,,2,4,5,3,0.625840891143111,95,2025,9,1039,1039-95,3,6,14,3,-8,1,2,-8,1,-8,1,4,1,8,95072
102,1,8,5,2,1,2,5,3,1,2,1,3,5,2,2,10,1,4,1,4,5,1,4,6,6,5,3,1,2,6,6,4,4,1,3,4,2,4,2,4,4,2,4,4,2,4,4,2,3,4,4,5,5,10,2,1,2,1,2,4,2,2,10,1,2,9,8,8,4,2,2,1,1,1,2,1,2,18,,1,2,,1,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,2,5,1,10,10,10,3,5,5,4,4,5,4,6,4,5,5,5,5,5,5,4,9,13,3,3,3,2,2,5,4,1,1,52,23,4,1974,,2,,,1,4,1,0,8,6,2,1,,1,,1,6,6,2,0.600130139814047,95,2025,9,1040,1040-95,3,17,6,3,5,2,2,2,2,1,2,4,1,12,95102
293,2,14,6,2,2,2,5,10,2,1,4,3,3,2,2,-8,6,4,6,6,6,6,6,6,6,6,4,6,6,6,6,3,2,3,3,2,2,4,2,3,-8,2,3,2,4,3,3,2,3,4,2,10,10,1,1,2,1,1,1,-8,1,1,5,0,-9,-9,-9,-9,-9,2,5,3,2,3,3,3,3,15,15,2,,5,4,1,1,1,6,3,3,3,3,2,2,3,2,2,2,1,-9,10,0,-9,10,10,-9,10,8,3,6,5,5,-9,3,5,3,6,8,5,8,8,10,5,3,2,4,4,4,2,4,6,1,73,1,1,1952,,2,,,1,3,1,0,5,1,2,1,,1,,1,3,4,3,0.565792868036123,95,2025,9,1041,1041-95,9,3,2,3,5,2,2,2,1,1,1,2,1,23,95293
264,1,15,4,4,1,2,7,4,3,1,3,2,3,3,2,10,2,2,2,4,6,3,2,6,6,4,4,2,3,6,6,4,1,2,4,4,4,1,3,4,3,2,4,4,4,3,4,1,3,3,3,10,10,10,1,2,3,1,1,2,1,1,-8,0,0,0,10,0,0,1,4,1,1,1,1,1,2,18,,1,1,,1,1,1,1,4,3,3,3,3,3,3,3,3,3,1,2,-8,7,-8,10,10,10,-8,10,4,4,4,4,4,4,4,4,4,5,5,4,4,4,2,1,3,4,4,4,4,5,2,3,1,78,17,9,1947,,1,3,,1,4,1,3,1,5,2,1,,7,,3,2,2,3,0.592752645913483,95,2025,9,1042,1042-95,3,14,9,3,5,2,2,2,2,1,2,3,1,24,95264
244,1,13,6,2,2,3,10,5,3,2,3,2,3,2,2,5,3,4,3,3,3,3,3,3,6,2,2,2,3,6,6,4,3,4,4,4,3,3,2,4,3,3,3,3,3,4,4,3,2,3,3,7,9,10,3,2,1,2,2,3,3,2,5,3,1,3,0,7,3,1,3,3,3,3,1,2,3,13,,1,1,,1,1,1,1,6,3,3,3,3,3,1,3,3,2,2,3,0,0,0,10,10,6,5,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,3,3,2,2,2,2,4,4,1,2,49,3,8,1976,,2,,,1,3,1,3,1,4,2,2,5,1,,1,5,9,2,1.70117222607274,95,2025,9,1043,1043-95,26,14,5,2,3,2,2,2,2,2,2,4,1,20,95244
293,2,14,9,3,3,3,7,7,2,3,3,3,2,3,1,9,3,2,3,-8,6,6,6,6,6,6,6,-8,6,6,6,2,2,2,3,2,2,3,3,-8,2,2,2,2,2,3,3,2,2,2,3,5,8,9,1,-9,1,1,2,2,2,2,10,6,3,8,-9,6,5,3,5,2,2,-9,3,2,3,15,15,2,,5,2,1,1,8,5,2,2,1,3,3,1,3,3,2,2,2,3,9,8,6,7,10,2,5,5,6,5,6,5,6,5,5,5,5,6,6,6,5,7,10,3,2,4,4,4,1,3,7,2,73,1,1,1952,,2,,,1,6,1,2,1,3,2,1,,7,,3,2,3,3,0.57208638931332,95,2025,9,1044,1044-95,26,7,6,2,5,2,2,1,1,1,1,1,1,23,95293
298,1,12,9,3,3,3,4,2,3,3,3,3,-9,-9,3,-9,-8,-8,-9,-9,-9,-9,-9,6,6,-9,6,-8,6,6,6,-9,-9,-9,-9,3,3,-9,3,3,3,-9,-9,-9,-9,-9,3,3,-9,3,3,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,3,3,15,15,2,,-9,-9,1,9,8,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,,-9,-9,4,4,4,-9,-9,9,2,51,13,11,1973,,2,,,1,0,,,1,5,2,1,,7,,3,5,5,3,0.389998995865871,95,2025,9,1045,1045-95,26,10,3,-9,-9,-9,-9,-9,-9,-9,-9,4,1,19,95298
293,2,14,6,2,1,2,10,5,3,2,2,3,-8,1,2,7,2,4,2,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,4,4,4,4,4,2,2,4,4,4,4,2,4,2,4,2,4,10,10,10,2,-8,3,3,2,3,-8,2,5,5,-8,10,10,10,-8,1,5,3,3,3,3,3,3,15,15,1,2,,1,1,1,1,5,3,3,3,3,1,1,3,3,2,1,2,-8,-8,5,-8,10,10,-8,-8,5,5,-8,5,5,5,-8,6,-8,5,5,5,-8,9,11,1,3,4,4,4,4,5,4,1,2,70,1,1,1955,,2,,,1,4,1,3,8,1,2,1,,7,,3,2,2,4,0.28604319465666,95,2025,9,1046,1046-95,1,13,3,-8,-8,2,2,2,2,2,2,3,1,23,95293
277,2,6,6,2,2,2,7,5,2,2,3,3,3,2,2,5,2,3,2,4,3,6,6,6,2,3,3,2,6,6,6,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,2,2,1,2,2,3,2,2,5,3,3,5,3,5,3,3,3,3,2,3,2,2,3,18,,1,1,,3,1,1,1,6,3,3,3,3,2,1,3,3,2,2,2,2,2,2,2,5,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,1,2,2,4,2,5,4,6,1,30,1,1,1995,,2,,,1,0,,,2,3,2,1,,1,,1,3,3,4,1.05928156968983,95,2025,9,1047,1047-95,2,3,9,3,4,2,2,2,1,1,2,3,1,9,95277
