ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
78,1,7,11,2,2,5,10,7,3,3,3,3,4,2,2,6,3,4,3,2,4,6,6,6,3,6,2,3,6,6,6,1,2,1,3,3,2,2,1,3,3,1,3,3,2,3,3,1,2,2,2,6,9,9,2,2,1,2,1,3,2,1,5,5,4,4,3,7,3,2,5,2,2,3,3,3,3,15,15,1,2,,3,1,1,1,6,3,3,3,3,3,1,3,3,2,2,3,-8,-8,0,10,10,10,-8,-8,5,6,1,4,5,4,6,6,6,6,6,6,6,6,1,9,3,2,4,4,4,2,3,1,1,65,16,4,1960,,2,,,1,1,1,1,1,6,2,1,,7,,3,3,6,3,2.46165916124187,95,2025,9,21,21-95,10,3,5,5,3,-9,-9,1,-9,-9,-9,4,1,10,95078
78,1,7,11,5,5,5,8,5,3,3,2,3,3,2,-8,5,3,6,6,2,6,6,6,6,6,6,6,6,6,6,6,3,3,1,3,1,2,4,3,1,3,3,3,4,4,3,3,1,3,1,3,1,5,8,2,2,1,1,2,4,2,1,5,5,5,5,5,5,5,1,5,3,3,3,3,3,3,15,15,2,,1,4,4,8,1,11,-8,-8,-8,-8,3,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,10,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,2,3,2,4,4,4,1,4,3,2,41,15,1,1984,,2,,,1,3,1,2,2,3,2,1,,10,,1,1,4,3,2.55521656513358,95,2025,9,22,22-95,7,17,3,3,,-9,-9,-9,-9,-9,-9,3,2,10,95078
142,1,13,8,3,3,3,7,2,3,2,3,2,5,3,2,5,1,1,1,2,2,2,3,3,6,3,5,1,2,6,6,1,4,1,4,4,4,4,2,1,4,1,4,3,2,3,3,1,1,2,4,10,10,10,1,1,1,1,1,4,1,1,5,0,0,2,0,0,10,1,1,1,1,1,1,1,3,17,,1,2,,2,1,1,1,8,3,3,3,3,3,3,3,1,3,3,3,0,2,0,10,10,3,6,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,3,2,2,2,1,5,5,1,1,38,1,1,1987,,2,,,1,3,1,2,1,7,2,1,,1,,1,6,6,2,2.04844422455923,95,2025,9,23,23-95,14,3,6,2,3,2,2,1,2,2,2,8,2,20,95142
193,1,13,10,4,4,4,5,3,3,3,3,3,4,3,-8,-8,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,4,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,3,0,10,10,1,2,3,1,-8,4,4,1,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,15,15,1,4,,4,1,8,8,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,3,3,2,4,4,3,2,3,2,64,28,3,1961,,2,,,1,2,1,2,1,3,2,2,7,1,,1,5,5,3,0.537079447831266,95,2025,9,24,24-95,26,10,8,5,-8,-8,-8,-8,-8,-8,-8,4,1,20,95193
193,1,13,5,1,2,2,5,-8,2,2,1,2,4,2,2,-8,2,-8,6,-8,6,6,6,6,6,6,6,6,6,6,6,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,10,-8,2,3,1,1,2,2,2,-8,-8,0,0,0,0,0,4,5,3,3,3,3,3,3,15,15,1,4,,4,4,8,1,3,3,3,1,3,3,3,3,3,1,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,7,3,4,4,4,4,5,5,3,1,35,28,10,1989,,2,,,9,,,,8,1,2,1,,3,,3,-8,-8,4,1.33020153034908,95,2025,9,25,25-95,1,6,11,5,,-8,-8,-8,-8,-8,-8,3,1,20,95193
193,1,13,3,1,4,1,7,5,4,1,4,2,3,1,1,1,5,2,5,1,4,5,2,4,3,1,2,4,3,6,6,3,4,3,3,3,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,4,1,5,3,2,1,1,1,3,2,1,0,10,10,0,0,0,5,1,1,2,1,1,1,1,2,15,25,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,0,4,0,10,10,10,4,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,4,4,4,1,4,1,2,55,31,12,1969,,2,,,1,2,1,2,7,5,2,1,,1,,1,3,4,3,0.805619171746899,95,2025,9,26,26-95,2,10,14,2,1,1,1,2,2,2,2,5,1,20,95193
192,1,13,9,4,1,2,10,5,3,2,4,2,5,3,2,5,1,4,1,5,4,4,4,6,6,4,4,2,6,6,6,3,3,2,3,3,2,4,3,3,4,2,4,4,3,3,3,3,2,2,4,10,10,10,3,2,2,1,1,3,2,1,6,3,1,10,6,7,7,3,4,2,2,2,3,3,3,10,,2,,2,2,1,1,1,5,3,2,3,1,1,2,3,1,2,1,2,4,6,0,6,9,5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,2,3,4,4,4,4,2,3,3,2,28,10,12,1996,,2,,,1,1,1,1,1,7,2,2,9,8,,3,5,5,3,0.673567332705144,95,2025,9,27,27-95,3,9,14,3,5,2,2,1,1,1,1,6,1,20,95192
192,1,13,3,1,2,1,6,4,3,2,3,4,4,3,1,3,4,2,3,1,4,4,2,6,6,6,2,4,2,6,6,2,3,2,3,3,4,4,4,4,3,2,2,3,4,4,3,3,1,3,4,5,4,6,3,1,1,1,1,2,1,1,4,6,8,4,5,5,5,3,4,3,1,1,2,1,3,15,15,2,,1,2,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,0,5,0,9,10,8,5,6,3,3,3,5,3,3,3,3,5,3,6,3,3,3,1,7,2,2,3,3,1,3,4,6,2,19,24,1,2006,,2,,,9,,,,8,5,1,2,3,4,,3,2,2,3,0.673567332705144,95,2025,9,28,28-95,5,10,12,3,2,1,1,1,2,2,1,7,1,20,95192
192,1,13,6,2,2,2,8,5,4,3,4,3,4,2,3,-8,3,4,1,2,2,3,6,6,6,2,1,1,1,6,6,2,4,4,4,4,4,4,2,3,-8,3,3,4,4,3,4,2,2,2,3,0,10,10,3,1,1,1,1,2,4,2,10,10,-8,-8,-8,-8,-8,3,5,3,2,3,2,3,3,15,15,1,1,,3,1,1,1,6,3,3,3,3,3,1,3,3,2,2,3,-8,-8,-8,-8,10,-8,-8,-8,9,9,6,9,6,9,6,6,6,6,6,6,9,6,1,12,3,3,4,4,4,5,3,3,2,72,16,1,1953,,2,,,1,3,1,3,5,7,2,2,5,8,,3,2,2,3,0.511730135998094,95,2025,9,29,29-95,1,2,14,3,-8,-8,-8,-8,-8,-8,-8,2,1,20,95192
192,1,13,3,1,3,1,5,5,4,1,2,2,2,1,1,6,4,2,4,2,4,4,2,4,6,2,2,4,2,6,6,3,3,3,3,1,3,3,3,3,1,1,1,3,3,1,1,3,3,1,1,10,10,10,3,2,2,1,1,3,1,1,0,10,10,0,0,0,0,1,3,2,3,2,1,2,2,17,,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,5,5,0,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,3,5,4,4,4,5,4,3,2,51,12,1,1974,,2,,,1,1,1,1,8,4,2,1,,8,,3,4,4,3,0.504107607681226,95,2025,9,30,30-95,3,5,9,2,1,1,1,2,2,2,2,4,1,20,95192
81,1,7,5,5,1,2,3,2,2,2,2,-8,3,2,2,5,2,6,6,4,6,6,6,6,6,6,6,4,6,6,6,4,1,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,3,3,4,10,3,1,3,3,3,2,2,2,1,3,4,5,7,3,2,5,3,3,2,3,3,3,2,3,15,15,1,2,,3,1,1,1,5,3,3,3,3,1,3,3,3,1,1,2,8,7,8,6,3,6,2,4,5,3,-8,5,5,5,5,-8,5,5,5,5,5,-8,5,-8,3,4,4,4,4,5,4,8,1,63,20,2,1962,,2,,,1,1,1,1,6,3,2,1,,1,,1,3,3,4,0.575672944180249,95,2025,9,31,31-95,3,1,11,3,5,1,1,2,1,1,2,1,1,10,95081
45,1,5,6,2,2,2,8,8,3,2,3,3,5,3,2,5,1,4,1,3,6,6,3,6,6,3,6,1,6,6,6,4,4,3,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,4,4,10,1,8,2,2,2,2,1,1,2,1,7,0,0,5,5,10,5,4,4,3,2,3,3,3,3,15,15,1,-8,,3,1,1,8,6,3,3,3,3,2,1,3,3,2,2,2,-8,-8,0,9,10,5,-8,-8,6,6,6,5,6,5,6,5,6,5,6,5,6,6,9,8,3,5,2,1,2,2,4,1,2,54,1,1,1971,,2,,,1,0,,,1,5,2,1,,1,,1,4,4,3,0.453198357128916,95,2025,9,32,32-95,3,10,2,5,-8,2,2,2,1,1,2,4,1,6,95045
45,1,5,3,1,4,1,7,7,3,2,3,3,3,2,2,5,1,3,1,4,3,3,3,3,1,3,1,1,1,6,6,4,3,3,4,3,2,4,3,4,3,3,4,4,3,3,3,3,3,4,4,10,1,1,2,2,3,2,1,3,1,1,7,5,0,10,8,5,7,2,3,2,2,2,3,3,3,15,15,1,2,,3,1,9,1,5,-8,3,3,2,2,3,-8,2,2,1,2,5,5,0,10,10,5,5,10,8,6,5,4,5,4,9,4,4,8,5,4,4,4,9,11,3,5,2,1,1,2,5,6,2,59,1,1,1966,,2,,,1,2,1,2,1,5,2,1,,10,,3,5,5,3,1.0290518045651,95,2025,9,33,33-95,10,13,1,3,4,2,2,2,1,1,2,7,1,6,95045
45,1,5,7,2,2,5,7,6,2,1,3,2,4,2,2,5,2,2,1,1,6,6,6,6,6,2,2,2,6,6,6,4,4,2,4,3,3,4,3,3,2,3,3,3,2,3,3,1,1,3,3,5,8,8,3,1,1,1,3,3,1,1,5,5,2,2,5,5,5,2,5,3,2,3,2,3,3,15,15,1,1,,3,2,1,1,7,3,3,3,3,3,2,1,2,2,2,3,1,5,0,7,10,7,6,7,7,7,8,4,8,5,4,8,8,6,6,7,7,7,7,5,2,3,4,4,3,3,2,6,1,30,10,8,1995,,2,,,1,0,,,8,5,2,1,,1,,1,6,6,2,0.849561637338382,95,2025,9,34,34-95,11,12,6,3,4,2,2,1,2,2,1,8,1,6,95045
45,1,5,5,5,1,2,4,2,1,3,2,3,5,3,2,10,1,3,1,3,6,6,3,6,6,3,6,1,6,6,6,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,10,4,6,2,2,3,3,2,2,1,2,8,0,0,8,8,5,5,4,4,2,1,3,3,2,3,15,15,1,2,,3,1,1,1,5,3,3,3,2,1,2,3,2,2,1,2,5,5,0,8,8,5,10,10,5,8,5,4,6,5,9,5,5,9,9,5,5,9,5,6,3,5,1,1,1,2,5,3,2,64,1,1,1961,,2,,,9,,,,1,4,2,1,,3,,3,3,4,3,0.686034536376732,95,2025,9,35,35-95,3,9,14,5,4,2,2,1,1,1,2,3,1,6,95045
80,1,7,11,5,5,5,10,5,3,3,3,3,3,2,2,-9,3,2,6,3,6,6,6,6,6,2,6,3,6,6,6,4,1,2,3,3,3,4,2,3,4,2,3,3,3,3,3,1,3,3,3,-9,1,8,2,3,-9,2,1,2,2,-9,6,4,5,5,-9,-9,-9,2,3,2,3,3,3,3,3,-9,-9,1,-9,,3,1,9,1,5,3,3,2,3,2,3,3,3,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,5,5,5,5,5,5,5,5,5,-9,2,1,3,3,4,4,4,3,4,1,2,23,3,1,2002,,2,,,1,0,,,8,4,2,2,3,2,,1,3,4,3,1.26155233898704,95,2025,9,36,36-95,10,3,11,3,5,-9,-9,-9,-9,-9,-9,7,1,10,95080
81,1,7,2,2,2,2,5,6,2,1,2,2,3,2,2,5,3,4,2,3,3,6,6,6,6,3,2,2,6,6,6,1,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,7,7,7,2,2,3,1,1,1,1,2,5,5,5,5,5,5,5,3,4,3,3,3,2,3,3,15,15,1,4,,4,1,1,1,6,3,2,3,3,2,2,3,2,3,3,3,5,5,5,5,5,5,5,5,5,9,9,9,5,5,9,4,9,9,4,4,9,9,4,13,3,5,1,4,1,4,4,1,2,38,2,12,1986,,2,,,1,1,1,1,1,4,2,1,,3,,2,2,2,3,1.6491454003864,95,2025,9,37,37-95,6,1,11,3,5,2,1,1,1,1,1,1,1,10,95081
80,1,7,11,5,5,5,10,5,2,2,3,2,5,3,2,-8,-9,-9,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,2,3,4,10,5,5,1,3,3,1,1,4,3,-9,-9,-9,-9,-9,-9,-9,-9,4,5,3,3,3,3,3,3,15,15,1,4,,4,1,9,9,-9,3,3,3,3,3,3,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,1,3,4,4,4,4,5,5,6,2,34,9,4,1991,,2,,,1,3,1,2,1,5,2,2,5,1,,3,1,3,3,0.620599453303303,95,2025,9,38,38-95,3,14,9,5,-9,2,2,2,2,2,2,4,1,10,95080
80,1,7,5,1,1,2,9,6,4,2,4,2,3,1,1,5,3,4,6,4,6,6,6,6,6,6,6,4,6,6,6,4,4,2,4,1,1,4,2,1,2,4,3,3,3,2,2,4,1,2,3,1,5,5,3,1,3,1,1,4,1,2,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,5,,1,1,,4,1,1,1,5,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,,-9,-9,-9,-9,-9,-9,-9,9,2,28,2,1,1998,,-9,,,9,,,,-9,-9,-9,-9,,-9,,9,-9,-9,3,0.756931403392226,95,2025,9,39,39-95,5,6,11,2,6,-9,-9,-9,-9,-9,-9,,-9,10,95080
151,1,13,6,2,2,2,5,5,3,3,2,3,4,3,2,5,2,5,2,2,4,4,4,6,6,6,6,2,4,6,6,3,4,2,4,4,4,3,4,4,3,2,3,4,2,3,3,3,3,4,4,5,5,7,1,3,3,1,1,1,1,2,5,0,0,0,0,10,0,1,5,3,3,3,2,2,2,15,15,1,1,,1,1,1,1,6,3,3,3,3,3,1,3,3,2,2,2,-9,-8,0,-8,-8,10,-8,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,9,3,4,1,4,3,1,5,6,1,75,6,5,1950,,2,,,1,4,1,1,7,5,2,1,,7,,3,2,2,4,0.357332802593044,95,2025,9,40,40-95,10,3,7,3,5,2,2,2,-8,-8,2,1,1,20,95151
150,1,13,3,1,2,1,5,2,1,2,1,2,4,2,1,-8,4,4,4,2,4,2,3,6,6,6,6,4,3,6,6,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,7,7,6,3,1,1,2,2,2,2,1,5,5,7,7,5,6,5,2,2,3,3,3,3,2,3,15,15,1,1,,3,1,1,1,2,3,3,1,3,3,2,3,3,1,2,1,-8,1,0,4,5,5,-8,3,6,3,3,3,3,3,3,6,3,3,3,3,3,3,11,7,3,3,4,4,4,1,4,4,1,22,4,3,2003,,2,,,1,0,,,8,4,2,1,,3,,2,2,2,3,0.42839572240771,95,2025,9,41,41-95,6,13,10,3,-8,1,-8,1,-8,-8,2,3,1,20,95150
150,1,13,12,6,6,6,10,3,4,2,2,2,3,2,2,-8,2,2,2,4,-8,4,-8,6,-9,2,2,4,-8,-8,6,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,-8,3,3,3,3,8,7,6,3,2,1,2,2,3,2,1,5,5,5,5,5,5,5,2,3,3,3,3,2,2,3,15,15,1,1,,2,1,1,8,3,3,3,2,3,2,3,3,3,1,1,1,-8,-8,0,-8,10,10,-8,-8,5,3,3,5,5,5,9,5,3,5,9,5,3,3,2,11,3,3,4,4,4,1,4,1,2,30,2,10,1994,,2,,,1,0,,,8,3,2,1,,3,,2,3,3,3,0.462269433197787,95,2025,9,42,42-95,3,11,9,3,4,1,2,2,2,1,2,6,1,20,95150
150,1,13,9,3,3,3,8,6,3,2,3,3,3,3,2,-8,-9,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-9,-9,-9,-9,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,5,5,5,1,2,1,2,2,4,2,1,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,15,15,1,-9,,3,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,8,3,4,4,4,4,-8,4,6,2,50,10,4,1975,,2,,,1,2,1,1,1,4,2,1,,8,,3,3,4,3,1.12525585123279,95,2025,9,43,43-95,6,3,26,3,-9,-8,-8,-8,-8,-8,-8,3,1,20,95150
151,1,13,3,1,1,1,6,5,3,2,3,3,3,2,3,-8,6,6,6,6,-8,6,6,6,6,6,6,6,6,6,6,4,4,3,4,4,4,4,3,-8,4,3,4,4,4,3,4,4,4,4,4,-8,1,1,2,1,3,2,2,-8,1,-8,5,5,-8,-8,-8,-8,-8,3,5,3,3,3,3,3,3,15,-8,9,,-9,4,1,8,1,3,3,3,2,3,2,3,3,3,1,1,1,-8,-8,0,-8,10,10,-8,-8,5,3,5,5,3,3,9,5,3,3,5,5,3,3,2,11,3,3,4,4,4,5,-8,5,2,75,27,9,1949,,2,,,1,1,1,0,7,3,2,1,,7,,3,2,2,3,0.687397244513276,95,2025,9,44,44-95,1,7,11,4,1,-8,-8,-8,-8,-8,-8,4,1,20,95151
227,1,13,3,1,2,1,5,6,2,1,3,2,4,3,1,2,6,4,2,6,4,6,6,6,6,6,6,4,2,6,6,1,4,2,4,2,3,2,2,4,3,2,2,2,4,3,3,1,2,2,2,0,1,10,1,3,2,1,2,4,2,1,5,0,8,1,0,1,0,3,5,3,3,3,3,2,2,9,,1,1,,3,1,8,8,3,3,3,1,3,3,3,3,3,1,2,1,1,2,0,9,6,5,6,4,3,3,6,4,6,2,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,1,4,1,1,82,21,8,1943,,2,,,1,4,1,1,1,5,2,1,,7,,3,4,4,4,0.719106315248708,95,2025,9,45,45-95,3,7,11,3,1,1,1,2,2,2,2,1,1,20,95227
227,1,13,3,1,3,1,7,5,4,1,4,2,3,2,1,5,5,2,4,1,6,5,6,6,6,1,1,4,2,6,6,3,2,4,3,3,3,3,2,2,2,4,2,3,3,3,2,2,3,2,4,1,7,7,3,2,1,1,1,3,2,2,2,8,10,1,0,4,0,2,2,2,1,1,1,1,3,3,,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,-8,6,0,10,10,9,-8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,9,2,2,2,2,3,3,2,2,2,39,1,1,1986,,2,,,1,2,1,1,8,4,2,1,,1,,1,4,6,4,0.373218274435827,95,2025,9,46,46-95,6,13,10,3,1,1,2,2,2,2,2,3,8,20,95227
150,1,13,8,4,1,4,7,5,2,2,3,3,4,2,2,-8,-9,-9,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,5,7,2,2,1,1,1,3,1,1,5,5,5,5,5,5,5,2,3,3,3,3,3,2,3,15,15,1,-9,,3,1,1,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-9,-9,-8,-8,0,5,10,10,-8,5,-8,-8,-8,-8,-8,-8,-8,-8,9,-8,-8,-8,-8,-8,2,11,3,4,4,4,4,1,5,1,2,48,2,9,1977,,2,,,1,3,1,2,1,5,2,2,3,8,,3,-8,-9,3,1.12525585123279,95,2025,9,47,47-95,3,7,10,4,-9,-8,-8,-8,-8,-8,-8,4,1,20,95150
151,1,13,10,4,4,4,8,4,2,2,2,3,4,2,2,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,2,4,3,-8,3,-8,-8,-8,2,4,4,3,3,3,2,2,3,4,4,8,10,3,3,1,1,1,4,3,2,6,4,5,5,5,5,5,2,5,3,3,3,3,3,3,15,15,1,1,,4,1,8,1,9,-8,-8,-8,-8,-8,-8,-8,-8,-9,3,-8,-8,-8,0,5,10,10,-8,5,6,9,6,6,9,5,9,6,9,9,6,6,9,9,9,8,3,3,4,4,4,-8,-8,8,2,73,7,7,1952,,2,,,1,3,1,3,1,2,2,1,,7,,3,2,2,3,0.343698622256638,95,2025,9,48,48-95,1,3,10,3,-9,-8,-8,-8,-8,2,-8,4,1,20,95151
151,1,13,10,4,4,4,6,5,3,2,3,3,4,1,2,-9,2,4,1,4,2,3,6,6,6,-8,2,2,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,9,3,1,1,1,2,3,2,1,9,4,2,9,-8,8,-8,2,3,3,3,3,3,3,3,15,15,1,2,,4,1,8,1,-9,3,3,3,3,1,1,-8,3,2,-9,-9,-8,5,1,-8,10,9,-8,5,-8,5,6,5,6,5,9,6,9,9,6,5,9,9,11,6,3,3,4,4,4,-8,-8,8,2,66,1,1,1959,,2,,,1,2,1,1,7,3,2,1,,7,,3,2,2,4,0.687397244513276,95,2025,9,49,49-95,13,10,11,3,5,-8,-8,-8,-8,-8,-8,2,1,20,95151
151,1,13,10,4,4,4,10,10,3,2,3,3,-9,-8,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,4,4,4,4,4,-8,3,2,4,4,3,4,3,-8,4,4,5,5,5,3,2,1,2,2,4,2,1,-8,-8,-8,-8,-8,-8,-8,3,3,3,3,3,3,3,3,15,15,1,1,,4,1,8,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0,5,10,10,-8,5,9,9,9,9,9,9,9,-8,9,9,9,9,9,-8,9,5,3,5,1,1,1,5,4,3,1,83,25,9,1942,,2,,,1,5,1,2,5,3,2,1,,7,,3,2,2,3,0.357332802593044,95,2025,9,50,50-95,1,16,3,3,-9,-8,-8,-8,-8,-8,-8,1,1,20,95151
96,1,8,8,3,1,2,1,10,1,3,3,3,5,1,2,5,2,2,2,4,6,6,2,6,6,6,4,2,2,6,6,4,4,1,4,4,3,3,1,4,3,1,4,4,3,4,4,3,2,4,4,10,1,10,1,3,3,2,2,3,3,2,0,5,0,10,0,0,10,3,1,1,2,3,2,3,2,15,18,1,2,,4,1,1,1,8,3,3,3,3,2,3,3,1,3,1,2,0,1,0,0,10,0,0,10,8,8,8,5,8,8,8,5,8,8,8,5,5,8,1,9,3,4,2,4,4,3,4,3,1,68,11,10,1958,,1,5,,1,3,1,3,1,4,2,1,,2,,1,5,5,4,0.462463283211004,95,2025,9,51,51-95,1,3,14,5,6,2,2,1,2,2,1,3,1,12,95096
294,2,16,5,2,1,2,7,7,3,2,4,3,4,2,2,5,1,3,1,3,6,6,6,6,6,6,6,3,3,6,6,3,3,1,4,3,3,1,1,3,3,1,4,4,3,3,3,1,3,3,4,4,6,6,3,1,3,1,2,3,2,1,5,0,4,5,5,5,5,3,5,3,3,3,2,3,3,10,,2,,2,4,3,1,1,5,3,3,3,3,2,3,3,3,2,1,2,1,1,1,6,6,5,5,1,5,6,3,5,5,5,8,3,5,5,6,5,6,6,9,4,3,4,4,4,4,3,5,3,2,44,1,1,1981,,2,,,1,2,1,0,1,6,2,2,5,8,,3,1,3,3,0.693447358625436,95,2025,9,52,52-95,3,2,5,5,,2,2,1,1,1,2,4,1,26,95294
294,2,16,5,5,1,2,6,5,1,3,3,3,3,2,2,4,2,6,2,4,6,6,6,6,6,6,2,2,6,6,6,2,2,3,3,-8,3,3,1,4,-8,1,3,-8,3,3,2,1,2,3,2,4,4,3,2,2,1,1,1,-8,-8,2,5,5,-8,-8,-8,-8,-8,3,5,3,3,3,3,3,3,15,15,1,-9,,3,4,1,1,5,-8,3,2,-8,2,3,3,3,2,1,2,1,-8,1,-8,4,-8,-8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,3,4,4,4,4,4,5,8,2,56,1,1,1969,,2,,,1,3,1,1,1,4,2,2,1,8,,3,1,3,3,0.679459160836623,95,2025,9,53,53-95,10,26,3,5,,-8,-8,-8,-8,-8,-8,2,1,26,95294
